# zCosmos template for highz blue galaxies
# created by OlF in august 2005
#            lambda1            flux       
   3689.106620049584    2.122037E-19       
   3690.301239359111    2.142687E-19       
   3691.495858668638    2.154908E-19       
   3692.690477978166    2.150766E-19       
   3693.885097287692    2.129991E-19       
    3695.07971659722    2.100209E-19       
   3696.274335906748    2.060681E-19       
   3697.468955216274    2.012770E-19       
   3698.663574525802    1.977257E-19       
   3699.858193835329    1.963353E-19       
   3701.052813144857    1.955701E-19       
   3702.247432454384    1.962137E-19       
   3703.442051763911    1.996306E-19       
   3704.636671073439    2.013089E-19       
   3705.831290382965    1.991718E-19       
   3707.025909692493    2.004807E-19       
   3708.220529002021    2.054075E-19       
   3709.415148311547    2.052934E-19       
   3710.609767621075    2.021606E-19       
   3711.804386930602    2.019319E-19       
   3712.999006240129    2.002173E-19       
   3714.193625549657    1.969966E-19       
   3715.388244859183    2.035919E-19       
   3716.582864168711    2.238769E-19       
   3717.777483478239    2.536208E-19       
   3718.972102787767    2.916106E-19       
   3720.166722097294    3.384152E-19       
    3721.36134140682    3.938839E-19       
   3722.555960716348    4.594924E-19       
   3723.750580025875    5.343297E-19       
   3724.945199335403    5.996304E-19       
    3726.13981864493    6.368871E-19       
   3727.334437954458    6.550169E-19       
   3728.529057263985    6.589975E-19       
   3729.723676573512    6.332595E-19       
   3730.918295883039    5.739354E-19       
   3732.112915192566    4.944787E-19       
   3733.307534502094    4.154037E-19       
   3734.502153811622    3.514011E-19       
   3735.696773121148    3.014943E-19       
   3736.891392430676    2.608422E-19       
   3738.086011740203    2.275256E-19       
   3739.280631049731    2.041674E-19       
   3740.475250359258    1.934371E-19       
   3741.669869668784    1.915696E-19       
   3742.864488978312    1.940662E-19       
    3744.05910828784    1.991549E-19       
   3745.253727597367    2.029673E-19       
   3746.448346906894    2.013562E-19       
   3747.642966216421    1.963347E-19       
   3748.837585525949    1.919113E-19       
   3750.032204835476    1.894991E-19       
   3751.226824145003    1.915234E-19       
   3752.421443454531    2.004554E-19       
   3753.616062764058    2.106366E-19       
   3754.810682073585    2.145803E-19       
   3756.005301383113    2.135677E-19       
    3757.19992069264    2.110440E-19       
   3758.394540002167    2.076928E-19       
   3759.589159311695    2.031630E-19       
   3760.783778621222    1.974848E-19       
   3761.978397930749    1.927899E-19       
   3763.173017240276    1.920606E-19       
   3764.367636549804    1.970945E-19       
   3765.562255859331    2.037090E-19       
