# lambda	flux
 1018.27839661 0.0121467059575
 1019.27839661 0.0122023705735
 1020.27839661 0.0122580351894
 1021.27839661 0.0123136998053
 1022.27839661 0.0123693644212
 1023.27839661 0.0124250290372
 1024.27839661 0.0124806936531
 1025.27839661 0.012536358269
 1026.27839661 0.012592022885
 1027.27839661 0.0126476875009
 1028.27839661 0.0127033521168
 1029.27839661 0.0127590167328
 1030.27839661 0.0128146813487
 1031.27839661 0.0128703459646
 1032.27839661 0.0129260105806
 1033.27839661 0.0129816751965
 1034.27839661 0.0130373398124
 1035.27839661 0.0130930044283
 1036.27839661 0.0131486690443
 1037.27839661 0.0132043336602
 1038.27839661 0.0132599982761
 1039.27839661 0.0133156628921
 1040.27839661 0.013371327508
 1041.27839661 0.0134269921239
 1042.27839661 0.0134826567399
 1043.27839661 0.0135383213558
 1044.27839661 0.0135939859717
 1045.27839661 0.0136496505877
 1046.27839661 0.0137053152036
 1047.27839661 0.0137609798195
